threshold,frac_quantized,frac_escalated,effective_accuracy,effective_ece,effective_tps,cost_savings_pct,fp16_accuracy,model,quant_method,precision,dataset
0.0,1.0,0.0,0.769,0.3326233313679695,1002.0607435868177,-90.18843230962197,0.775,llama2-13b,4bit,gptq,hellaswag
0.01,1.0,0.0,0.769,0.3326233313679695,1002.0607435868177,-90.18843230962197,0.775,llama2-13b,4bit,gptq,hellaswag
0.02,1.0,0.0,0.769,0.3326233313679695,1002.0607435868177,-90.18843230962197,0.775,llama2-13b,4bit,gptq,hellaswag
0.03,1.0,0.0,0.769,0.3326233313679695,1002.0607435868177,-90.18843230962197,0.775,llama2-13b,4bit,gptq,hellaswag
0.04,1.0,0.0,0.769,0.3326233313679695,1002.0607435868177,-90.18843230962197,0.775,llama2-13b,4bit,gptq,hellaswag
0.05,1.0,0.0,0.769,0.3326233313679695,1002.0607435868177,-90.18843230962197,0.775,llama2-13b,4bit,gptq,hellaswag
0.06,1.0,0.0,0.769,0.3326233313679695,1002.0607435868177,-90.18843230962197,0.775,llama2-13b,4bit,gptq,hellaswag
0.07,1.0,0.0,0.769,0.3326233313679695,1002.0607435868177,-90.18843230962197,0.775,llama2-13b,4bit,gptq,hellaswag
0.08,1.0,0.0,0.769,0.3326233313679695,1002.0607435868177,-90.18843230962197,0.775,llama2-13b,4bit,gptq,hellaswag
0.09,1.0,0.0,0.769,0.3326233313679695,1002.0607435868177,-90.18843230962197,0.775,llama2-13b,4bit,gptq,hellaswag
0.1,1.0,0.0,0.769,0.3326233313679695,1002.0607435868177,-90.18843230962197,0.775,llama2-13b,4bit,gptq,hellaswag
0.11,1.0,0.0,0.769,0.3326233313679695,1002.0607435868177,-90.18843230962197,0.775,llama2-13b,4bit,gptq,hellaswag
0.12,1.0,0.0,0.769,0.3326233313679695,1002.0607435868177,-90.18843230962197,0.775,llama2-13b,4bit,gptq,hellaswag
0.13,1.0,0.0,0.769,0.3326233313679695,1002.0607435868177,-90.18843230962197,0.775,llama2-13b,4bit,gptq,hellaswag
0.14,1.0,0.0,0.769,0.3326233313679695,1002.0607435868177,-90.18843230962197,0.775,llama2-13b,4bit,gptq,hellaswag
0.15,1.0,0.0,0.769,0.3326233313679695,1002.0607435868177,-90.18843230962197,0.775,llama2-13b,4bit,gptq,hellaswag
0.16,1.0,0.0,0.769,0.3326233313679695,1002.0607435868177,-90.18843230962197,0.775,llama2-13b,4bit,gptq,hellaswag
0.17,1.0,0.0,0.769,0.3326233313679695,1002.0607435868177,-90.18843230962197,0.775,llama2-13b,4bit,gptq,hellaswag
0.18,1.0,0.0,0.769,0.3326233313679695,1002.0607435868177,-90.18843230962197,0.775,llama2-13b,4bit,gptq,hellaswag
0.19,1.0,0.0,0.769,0.3326233313679695,1002.0607435868177,-90.18843230962197,0.775,llama2-13b,4bit,gptq,hellaswag
0.2,1.0,0.0,0.769,0.3326233313679695,1002.0607435868177,-90.18843230962197,0.775,llama2-13b,4bit,gptq,hellaswag
0.21,1.0,0.0,0.769,0.3326233313679695,1002.0607435868177,-90.18843230962197,0.775,llama2-13b,4bit,gptq,hellaswag
0.22,1.0,0.0,0.769,0.3326233313679695,1002.0607435868177,-90.18843230962197,0.775,llama2-13b,4bit,gptq,hellaswag
0.23,1.0,0.0,0.769,0.3326233313679695,1002.0607435868177,-90.18843230962197,0.775,llama2-13b,4bit,gptq,hellaswag
0.24,1.0,0.0,0.769,0.3326233313679695,1002.0607435868177,-90.18843230962197,0.775,llama2-13b,4bit,gptq,hellaswag
0.25,1.0,0.0,0.769,0.3326233313679695,1002.0607435868177,-90.18843230962197,0.775,llama2-13b,4bit,gptq,hellaswag
0.26,1.0,0.0,0.769,0.3326233313679695,1002.0607435868177,-90.18843230962197,0.775,llama2-13b,4bit,gptq,hellaswag
0.27,0.994,0.006000000000000005,0.769,0.3315549144744873,1004.919976069183,-89.64730171576424,0.775,llama2-13b,4bit,gptq,hellaswag
0.28,0.991,0.009000000000000008,0.769,0.33153163304924965,1006.3557198508985,-89.37673641883536,0.775,llama2-13b,4bit,gptq,hellaswag
0.29,0.985,0.015000000000000013,0.769,0.3315107164382935,1009.2395502913283,-88.8356058249776,0.775,llama2-13b,4bit,gptq,hellaswag
0.3,0.973,0.027000000000000024,0.771,0.33342642164230346,1015.0570807140109,-87.75334463726215,0.775,llama2-13b,4bit,gptq,hellaswag
0.31,0.952,0.04800000000000004,0.769,0.33136573961377147,1025.4007849968743,-85.85938755876012,0.775,llama2-13b,4bit,gptq,hellaswag
