ID,Process ID,Process Name,Host Name,Kernel Name,Context,Stream,Block Size,Grid Size,Device,CC,Section Name,Metric Name,Metric Unit,Metric Value
2,34665,python3.11,127.0.0.1,"void marlin::Marlin<__nv_bfloat16, 1125899907892224, 1125899906909960, 256, 4, 16, 4, 0, 4, 8, 0>(const int4 *, const int4 *, int4 *, int4 *, const int4 *, const int4 *, const float *, const int4 *, const int *, int, int, int, int, int, int *, bool, bool, bool, int)",1,7,"(256, 1, 1)","(58, 1, 1)",0,8.9,Command line profiler metrics,dram__bytes.sum,byte,38998656
2,34665,python3.11,127.0.0.1,"void marlin::Marlin<__nv_bfloat16, 1125899907892224, 1125899906909960, 256, 4, 16, 4, 0, 4, 8, 0>(const int4 *, const int4 *, int4 *, int4 *, const int4 *, const int4 *, const float *, const int4 *, const int *, int, int, int, int, int, int *, bool, bool, bool, int)",1,7,"(256, 1, 1)","(58, 1, 1)",0,8.9,Command line profiler metrics,gpu__dram_throughput.avg.pct_of_peak_sustained_elapsed,%,34.88
2,34665,python3.11,127.0.0.1,"void marlin::Marlin<__nv_bfloat16, 1125899907892224, 1125899906909960, 256, 4, 16, 4, 0, 4, 8, 0>(const int4 *, const int4 *, int4 *, int4 *, const int4 *, const int4 *, const float *, const int4 *, const int *, int, int, int, int, int, int *, bool, bool, bool, int)",1,7,"(256, 1, 1)","(58, 1, 1)",0,8.9,Command line profiler metrics,gpu__time_duration.sum,ns,373152
2,34665,python3.11,127.0.0.1,"void marlin::Marlin<__nv_bfloat16, 1125899907892224, 1125899906909960, 256, 4, 16, 4, 0, 4, 8, 0>(const int4 *, const int4 *, int4 *, int4 *, const int4 *, const int4 *, const float *, const int4 *, const int *, int, int, int, int, int, int *, bool, bool, bool, int)",1,7,"(256, 1, 1)","(58, 1, 1)",0,8.9,Command line profiler metrics,sm__inst_executed_pipe_tensor.sum,inst,3670016
2,34665,python3.11,127.0.0.1,"void marlin::Marlin<__nv_bfloat16, 1125899907892224, 1125899906909960, 256, 4, 16, 4, 0, 4, 8, 0>(const int4 *, const int4 *, int4 *, int4 *, const int4 *, const int4 *, const float *, const int4 *, const int *, int, int, int, int, int, int *, bool, bool, bool, int)",1,7,"(256, 1, 1)","(58, 1, 1)",0,8.9,Command line profiler metrics,sm__throughput.avg.pct_of_peak_sustained_elapsed,%,82.04
2,34665,python3.11,127.0.0.1,"void marlin::Marlin<__nv_bfloat16, 1125899907892224, 1125899906909960, 256, 4, 16, 4, 0, 4, 8, 0>(const int4 *, const int4 *, int4 *, int4 *, const int4 *, const int4 *, const float *, const int4 *, const int *, int, int, int, int, int, int *, bool, bool, bool, int)",1,7,"(256, 1, 1)","(58, 1, 1)",0,8.9,Command line profiler metrics,smsp__sass_thread_inst_executed_op_fadd_pred_on.sum,inst,2359296
2,34665,python3.11,127.0.0.1,"void marlin::Marlin<__nv_bfloat16, 1125899907892224, 1125899906909960, 256, 4, 16, 4, 0, 4, 8, 0>(const int4 *, const int4 *, int4 *, int4 *, const int4 *, const int4 *, const float *, const int4 *, const int *, int, int, int, int, int, int *, bool, bool, bool, int)",1,7,"(256, 1, 1)","(58, 1, 1)",0,8.9,Command line profiler metrics,smsp__sass_thread_inst_executed_op_ffma_pred_on.sum,inst,0
2,34665,python3.11,127.0.0.1,"void marlin::Marlin<__nv_bfloat16, 1125899907892224, 1125899906909960, 256, 4, 16, 4, 0, 4, 8, 0>(const int4 *, const int4 *, int4 *, int4 *, const int4 *, const int4 *, const float *, const int4 *, const int *, int, int, int, int, int, int *, bool, bool, bool, int)",1,7,"(256, 1, 1)","(58, 1, 1)",0,8.9,Command line profiler metrics,smsp__sass_thread_inst_executed_op_fmul_pred_on.sum,inst,0
13,34665,python3.11,127.0.0.1,"void marlin::Marlin<__nv_bfloat16, 1125899907892224, 1125899906909960, 256, 4, 16, 4, 0, 4, 8, 0>(const int4 *, const int4 *, int4 *, int4 *, const int4 *, const int4 *, const float *, const int4 *, const int *, int, int, int, int, int, int *, bool, bool, bool, int)",1,7,"(256, 1, 1)","(58, 1, 1)",0,8.9,Command line profiler metrics,dram__bytes.sum,byte,11122304
13,34665,python3.11,127.0.0.1,"void marlin::Marlin<__nv_bfloat16, 1125899907892224, 1125899906909960, 256, 4, 16, 4, 0, 4, 8, 0>(const int4 *, const int4 *, int4 *, int4 *, const int4 *, const int4 *, const float *, const int4 *, const int *, int, int, int, int, int, int *, bool, bool, bool, int)",1,7,"(256, 1, 1)","(58, 1, 1)",0,8.9,Command line profiler metrics,gpu__dram_throughput.avg.pct_of_peak_sustained_elapsed,%,28.14
13,34665,python3.11,127.0.0.1,"void marlin::Marlin<__nv_bfloat16, 1125899907892224, 1125899906909960, 256, 4, 16, 4, 0, 4, 8, 0>(const int4 *, const int4 *, int4 *, int4 *, const int4 *, const int4 *, const float *, const int4 *, const int *, int, int, int, int, int, int *, bool, bool, bool, int)",1,7,"(256, 1, 1)","(58, 1, 1)",0,8.9,Command line profiler metrics,gpu__time_duration.sum,ns,131936
13,34665,python3.11,127.0.0.1,"void marlin::Marlin<__nv_bfloat16, 1125899907892224, 1125899906909960, 256, 4, 16, 4, 0, 4, 8, 0>(const int4 *, const int4 *, int4 *, int4 *, const int4 *, const int4 *, const float *, const int4 *, const int *, int, int, int, int, int, int *, bool, bool, bool, int)",1,7,"(256, 1, 1)","(58, 1, 1)",0,8.9,Command line profiler metrics,sm__inst_executed_pipe_tensor.sum,inst,1048576
13,34665,python3.11,127.0.0.1,"void marlin::Marlin<__nv_bfloat16, 1125899907892224, 1125899906909960, 256, 4, 16, 4, 0, 4, 8, 0>(const int4 *, const int4 *, int4 *, int4 *, const int4 *, const int4 *, const float *, const int4 *, const int *, int, int, int, int, int, int *, bool, bool, bool, int)",1,7,"(256, 1, 1)","(58, 1, 1)",0,8.9,Command line profiler metrics,sm__throughput.avg.pct_of_peak_sustained_elapsed,%,67.32
