"ID","Process ID","Process Name","Host Name","Kernel Name","Context","Stream","Block Size","Grid Size","Device","CC","Section Name","Metric Name","Metric Unit","Metric Value","Rule Name","Rule Type","Rule Description","Estimated Speedup Type","Estimated Speedup"
"0","18473","python3.11","127.0.0.1","ampere_fp16_s16816gemm_fp16_256x128_ldg8_f2f_stages_32x3_tn","1","7","(256, 1, 1)","(56, 1, 1)","0","8.9","GPU Speed Of Light Throughput","DRAM Frequency","hz","6243278455.53",
"0","18473","python3.11","127.0.0.1","ampere_fp16_s16816gemm_fp16_256x128_ldg8_f2f_stages_32x3_tn","1","7","(256, 1, 1)","(56, 1, 1)","0","8.9","GPU Speed Of Light Throughput","SM Frequency","hz","824009904.65",
"0","18473","python3.11","127.0.0.1","ampere_fp16_s16816gemm_fp16_256x128_ldg8_f2f_stages_32x3_tn","1","7","(256, 1, 1)","(56, 1, 1)","0","8.9","GPU Speed Of Light Throughput","Elapsed Cycles","cycle","448027",
"0","18473","python3.11","127.0.0.1","ampere_fp16_s16816gemm_fp16_256x128_ldg8_f2f_stages_32x3_tn","1","7","(256, 1, 1)","(56, 1, 1)","0","8.9","GPU Speed Of Light Throughput","Memory Throughput","%","92.68",
"0","18473","python3.11","127.0.0.1","ampere_fp16_s16816gemm_fp16_256x128_ldg8_f2f_stages_32x3_tn","1","7","(256, 1, 1)","(56, 1, 1)","0","8.9","GPU Speed Of Light Throughput","DRAM Throughput","%","92.68",
"0","18473","python3.11","127.0.0.1","ampere_fp16_s16816gemm_fp16_256x128_ldg8_f2f_stages_32x3_tn","1","7","(256, 1, 1)","(56, 1, 1)","0","8.9","GPU Speed Of Light Throughput","Duration","ns","540352",
"0","18473","python3.11","127.0.0.1","ampere_fp16_s16816gemm_fp16_256x128_ldg8_f2f_stages_32x3_tn","1","7","(256, 1, 1)","(56, 1, 1)","0","8.9","GPU Speed Of Light Throughput","L1/TEX Cache Throughput","%","23.26",
"0","18473","python3.11","127.0.0.1","ampere_fp16_s16816gemm_fp16_256x128_ldg8_f2f_stages_32x3_tn","1","7","(256, 1, 1)","(56, 1, 1)","0","8.9","GPU Speed Of Light Throughput","L2 Cache Throughput","%","34.17",
"0","18473","python3.11","127.0.0.1","ampere_fp16_s16816gemm_fp16_256x128_ldg8_f2f_stages_32x3_tn","1","7","(256, 1, 1)","(56, 1, 1)","0","8.9","GPU Speed Of Light Throughput","SM Active Cycles","cycle","408085.10",
"0","18473","python3.11","127.0.0.1","ampere_fp16_s16816gemm_fp16_256x128_ldg8_f2f_stages_32x3_tn","1","7","(256, 1, 1)","(56, 1, 1)","0","8.9","GPU Speed Of Light Throughput","Compute (SM) Throughput","%","58.66",
"0","18473","python3.11","127.0.0.1","ampere_fp16_s16816gemm_fp16_256x128_ldg8_f2f_stages_32x3_tn","1","7","(256, 1, 1)","(56, 1, 1)","0","8.9","SpeedOfLight","","","","SOLBottleneck","INF","This workload is utilizing greater than 80.0% of the available compute or memory performance of the device. To further improve performance, work will likely need to be shifted from the most utilized to another unit. Start by analyzing DRAM in the Memory Workload Analysis section.","",""
"0","18473","python3.11","127.0.0.1","ampere_fp16_s16816gemm_fp16_256x128_ldg8_f2f_stages_32x3_tn","1","7","(256, 1, 1)","(56, 1, 1)","0","8.9","SpeedOfLight_RooflineChart","","","","SOLFPRoofline","INF","The ratio of peak float (FP32) to double (FP64) performance on this device is 64:1. The workload achieved  close to 0% of this device's FP32 peak performance and 0% of its FP64 peak performance. See the Profiling Guide (https://docs.nvidia.com/nsight-compute/ProfilingGuide/index.html#roofline) for more details on roofline analysis.","",""
"0","18473","python3.11","127.0.0.1","ampere_fp16_s16816gemm_fp16_256x128_ldg8_f2f_stages_32x3_tn","1","7","(256, 1, 1)","(56, 1, 1)","0","8.9","GPU and Memory Workload Distribution","Average DRAM Active Cycles","cycle","3126754.67",
"0","18473","python3.11","127.0.0.1","ampere_fp16_s16816gemm_fp16_256x128_ldg8_f2f_stages_32x3_tn","1","7","(256, 1, 1)","(56, 1, 1)","0","8.9","GPU and Memory Workload Distribution","Total DRAM Elapsed Cycles","cycle","20241408",
"0","18473","python3.11","127.0.0.1","ampere_fp16_s16816gemm_fp16_256x128_ldg8_f2f_stages_32x3_tn","1","7","(256, 1, 1)","(56, 1, 1)","0","8.9","GPU and Memory Workload Distribution","Average L1 Active Cycles","cycle","408085.10",
"0","18473","python3.11","127.0.0.1","ampere_fp16_s16816gemm_fp16_256x128_ldg8_f2f_stages_32x3_tn","1","7","(256, 1, 1)","(56, 1, 1)","0","8.9","GPU and Memory Workload Distribution","Total L1 Elapsed Cycles","cycle","25027280",
"0","18473","python3.11","127.0.0.1","ampere_fp16_s16816gemm_fp16_256x128_ldg8_f2f_stages_32x3_tn","1","7","(256, 1, 1)","(56, 1, 1)","0","8.9","GPU and Memory Workload Distribution","Average L2 Active Cycles","cycle","432955.04",
"0","18473","python3.11","127.0.0.1","ampere_fp16_s16816gemm_fp16_256x128_ldg8_f2f_stages_32x3_tn","1","7","(256, 1, 1)","(56, 1, 1)","0","8.9","GPU and Memory Workload Distribution","Total L2 Elapsed Cycles","cycle","10838040",
"0","18473","python3.11","127.0.0.1","ampere_fp16_s16816gemm_fp16_256x128_ldg8_f2f_stages_32x3_tn","1","7","(256, 1, 1)","(56, 1, 1)","0","8.9","GPU and Memory Workload Distribution","Average SM Active Cycles","cycle","408085.10",
"0","18473","python3.11","127.0.0.1","ampere_fp16_s16816gemm_fp16_256x128_ldg8_f2f_stages_32x3_tn","1","7","(256, 1, 1)","(56, 1, 1)","0","8.9","GPU and Memory Workload Distribution","Total SM Elapsed Cycles","cycle","25027280",
"0","18473","python3.11","127.0.0.1","ampere_fp16_s16816gemm_fp16_256x128_ldg8_f2f_stages_32x3_tn","1","7","(256, 1, 1)","(56, 1, 1)","0","8.9","GPU and Memory Workload Distribution","Average SMSP Active Cycles","cycle","408055.06",
"0","18473","python3.11","127.0.0.1","ampere_fp16_s16816gemm_fp16_256x128_ldg8_f2f_stages_32x3_tn","1","7","(256, 1, 1)","(56, 1, 1)","0","8.9","GPU and Memory Workload Distribution","Total SMSP Elapsed Cycles","cycle","100109120",
"0","18473","python3.11","127.0.0.1","ampere_fp16_s16816gemm_fp16_256x128_ldg8_f2f_stages_32x3_tn","1","7","(256, 1, 1)","(56, 1, 1)","0","8.9","WorkloadDistribution","","","","WorkloadImbalance","OPT","One or more SMs have a much lower number of active cycles than the average number of active cycles. Maximum instance value is 5.77% above the average, while the minimum instance value is 100.00% below the average.","global","5.46"
"0","18473","python3.11","127.0.0.1","ampere_fp16_s16816gemm_fp16_256x128_ldg8_f2f_stages_32x3_tn","1","7","(256, 1, 1)","(56, 1, 1)","0","8.9","WorkloadDistribution","","","","WorkloadImbalance","OPT","One or more SMSPs have a much lower number of active cycles than the average number of active cycles. Maximum instance value is 5.78% above the average, while the minimum instance value is 100.00% below the average.","global","5.461"
"0","18473","python3.11","127.0.0.1","ampere_fp16_s16816gemm_fp16_256x128_ldg8_f2f_stages_32x3_tn","1","7","(256, 1, 1)","(56, 1, 1)","0","8.9","WorkloadDistribution","","","","WorkloadImbalance","OPT","One or more L1 Slices have a much lower number of active cycles than the average number of active cycles. Maximum instance value is 5.77% above the average, while the minimum instance value is 100.00% below the average.","global","5.46"
"1","18473","python3.11","127.0.0.1","ampere_fp16_s16816gemm_fp16_256x128_ldg8_f2f_stages_32x3_tn","1","7","(256, 1, 1)","(16, 1, 10)","0","8.9","GPU Speed Of Light Throughput","DRAM Frequency","hz","6243152330.61",
"1","18473","python3.11","127.0.0.1","ampere_fp16_s16816gemm_fp16_256x128_ldg8_f2f_stages_32x3_tn","1","7","(256, 1, 1)","(16, 1, 10)","0","8.9","GPU Speed Of Light Throughput","SM Frequency","hz","800688771.42",
"1","18473","python3.11","127.0.0.1","ampere_fp16_s16816gemm_fp16_256x128_ldg8_f2f_stages_32x3_tn","1","7","(256, 1, 1)","(16, 1, 10)","0","8.9","GPU Speed Of Light Throughput","Elapsed Cycles","cycle","482101",
"1","18473","python3.11","127.0.0.1","ampere_fp16_s16816gemm_fp16_256x128_ldg8_f2f_stages_32x3_tn","1","7","(256, 1, 1)","(16, 1, 10)","0","8.9","GPU Speed Of Light Throughput","Memory Throughput","%","85.65",
"1","18473","python3.11","127.0.0.1","ampere_fp16_s16816gemm_fp16_256x128_ldg8_f2f_stages_32x3_tn","1","7","(256, 1, 1)","(16, 1, 10)","0","8.9","GPU Speed Of Light Throughput","DRAM Throughput","%","85.65",
"1","18473","python3.11","127.0.0.1","ampere_fp16_s16816gemm_fp16_256x128_ldg8_f2f_stages_32x3_tn","1","7","(256, 1, 1)","(16, 1, 10)","0","8.9","GPU Speed Of Light Throughput","Duration","ns","599328",
"1","18473","python3.11","127.0.0.1","ampere_fp16_s16816gemm_fp16_256x128_ldg8_f2f_stages_32x3_tn","1","7","(256, 1, 1)","(16, 1, 10)","0","8.9","GPU Speed Of Light Throughput","L1/TEX Cache Throughput","%","23.56",
"1","18473","python3.11","127.0.0.1","ampere_fp16_s16816gemm_fp16_256x128_ldg8_f2f_stages_32x3_tn","1","7","(256, 1, 1)","(16, 1, 10)","0","8.9","GPU Speed Of Light Throughput","L2 Cache Throughput","%","31.92",
"1","18473","python3.11","127.0.0.1","ampere_fp16_s16816gemm_fp16_256x128_ldg8_f2f_stages_32x3_tn","1","7","(256, 1, 1)","(16, 1, 10)","0","8.9","GPU Speed Of Light Throughput","SM Active Cycles","cycle","426243.07",
"1","18473","python3.11","127.0.0.1","ampere_fp16_s16816gemm_fp16_256x128_ldg8_f2f_stages_32x3_tn","1","7","(256, 1, 1)","(16, 1, 10)","0","8.9","GPU Speed Of Light Throughput","Compute (SM) Throughput","%","54.37",
"1","18473","python3.11","127.0.0.1","ampere_fp16_s16816gemm_fp16_256x128_ldg8_f2f_stages_32x3_tn","1","7","(256, 1, 1)","(16, 1, 10)","0","8.9","SpeedOfLight","","","","SOLBottleneck","INF","This workload is utilizing greater than 80.0% of the available compute or memory performance of the device. To further improve performance, work will likely need to be shifted from the most utilized to another unit. Start by analyzing DRAM in the Memory Workload Analysis section.","",""
"1","18473","python3.11","127.0.0.1","ampere_fp16_s16816gemm_fp16_256x128_ldg8_f2f_stages_32x3_tn","1","7","(256, 1, 1)","(16, 1, 10)","0","8.9","SpeedOfLight_RooflineChart","","","","SOLFPRoofline","INF","The ratio of peak float (FP32) to double (FP64) performance on this device is 64:1. The workload achieved  close to 0% of this device's FP32 peak performance and 0% of its FP64 peak performance. See the Profiling Guide (https://docs.nvidia.com/nsight-compute/ProfilingGuide/index.html#roofline) for more details on roofline analysis.","",""
"1","18473","python3.11","127.0.0.1","ampere_fp16_s16816gemm_fp16_256x128_ldg8_f2f_stages_32x3_tn","1","7","(256, 1, 1)","(16, 1, 10)","0","8.9","GPU and Memory Workload Distribution","Average DRAM Active Cycles","cycle","3204666.67",
"1","18473","python3.11","127.0.0.1","ampere_fp16_s16816gemm_fp16_256x128_ldg8_f2f_stages_32x3_tn","1","7","(256, 1, 1)","(16, 1, 10)","0","8.9","GPU and Memory Workload Distribution","Total DRAM Elapsed Cycles","cycle","22450176",
"1","18473","python3.11","127.0.0.1","ampere_fp16_s16816gemm_fp16_256x128_ldg8_f2f_stages_32x3_tn","1","7","(256, 1, 1)","(16, 1, 10)","0","8.9","GPU and Memory Workload Distribution","Average L1 Active Cycles","cycle","426243.07",
"1","18473","python3.11","127.0.0.1","ampere_fp16_s16816gemm_fp16_256x128_ldg8_f2f_stages_32x3_tn","1","7","(256, 1, 1)","(16, 1, 10)","0","8.9","GPU and Memory Workload Distribution","Total L1 Elapsed Cycles","cycle","26998616",
"1","18473","python3.11","127.0.0.1","ampere_fp16_s16816gemm_fp16_256x128_ldg8_f2f_stages_32x3_tn","1","7","(256, 1, 1)","(16, 1, 10)","0","8.9","GPU and Memory Workload Distribution","Average L2 Active Cycles","cycle","469844.21",
"1","18473","python3.11","127.0.0.1","ampere_fp16_s16816gemm_fp16_256x128_ldg8_f2f_stages_32x3_tn","1","7","(256, 1, 1)","(16, 1, 10)","0","8.9","GPU and Memory Workload Distribution","Total L2 Elapsed Cycles","cycle","11871792",
"1","18473","python3.11","127.0.0.1","ampere_fp16_s16816gemm_fp16_256x128_ldg8_f2f_stages_32x3_tn","1","7","(256, 1, 1)","(16, 1, 10)","0","8.9","GPU and Memory Workload Distribution","Average SM Active Cycles","cycle","426243.07",
"1","18473","python3.11","127.0.0.1","ampere_fp16_s16816gemm_fp16_256x128_ldg8_f2f_stages_32x3_tn","1","7","(256, 1, 1)","(16, 1, 10)","0","8.9","GPU and Memory Workload Distribution","Total SM Elapsed Cycles","cycle","26998616",
"1","18473","python3.11","127.0.0.1","ampere_fp16_s16816gemm_fp16_256x128_ldg8_f2f_stages_32x3_tn","1","7","(256, 1, 1)","(16, 1, 10)","0","8.9","GPU and Memory Workload Distribution","Average SMSP Active Cycles","cycle","424497.40",
"1","18473","python3.11","127.0.0.1","ampere_fp16_s16816gemm_fp16_256x128_ldg8_f2f_stages_32x3_tn","1","7","(256, 1, 1)","(16, 1, 10)","0","8.9","GPU and Memory Workload Distribution","Total SMSP Elapsed Cycles","cycle","107994464",
"1","18473","python3.11","127.0.0.1","ampere_fp16_s16816gemm_fp16_256x128_ldg8_f2f_stages_32x3_tn","1","7","(256, 1, 1)","(16, 1, 10)","0","8.9","WorkloadDistribution","","","","WorkloadImbalance","OPT","One or more SMs have a much lower number of active cycles than the average number of active cycles. Maximum instance value is 8.03% above the average, while the minimum instance value is 18.92% below the average.","global","7.352"
"1","18473","python3.11","127.0.0.1","ampere_fp16_s16816gemm_fp16_256x128_ldg8_f2f_stages_32x3_tn","1","7","(256, 1, 1)","(16, 1, 10)","0","8.9","WorkloadDistribution","","","","WorkloadImbalance","OPT","One or more SMSPs have a much lower number of active cycles than the average number of active cycles. Maximum instance value is 8.19% above the average, while the minimum instance value is 19.36% below the average.","global","7.471"
