ID,Process ID,Process Name,Host Name,Kernel Name,Context,Stream,Block Size,Grid Size,Device,CC,Section Name,Metric Name,Metric Unit,Metric Value
0,21459,python3.11,127.0.0.1,ampere_fp16_s16816gemm_fp16_256x128_ldg8_f2f_stages_32x3_tn,1,7,"(256, 1, 1)","(56, 1, 1)",0,8.9,Command line profiler metrics,dram__bytes.sum,byte,150107520
0,21459,python3.11,127.0.0.1,ampere_fp16_s16816gemm_fp16_256x128_ldg8_f2f_stages_32x3_tn,1,7,"(256, 1, 1)","(56, 1, 1)",0,8.9,Command line profiler metrics,gpu__dram_throughput.avg.pct_of_peak_sustained_elapsed,%,92.03
0,21459,python3.11,127.0.0.1,ampere_fp16_s16816gemm_fp16_256x128_ldg8_f2f_stages_32x3_tn,1,7,"(256, 1, 1)","(56, 1, 1)",0,8.9,Command line profiler metrics,gpu__time_duration.sum,ns,544288
0,21459,python3.11,127.0.0.1,ampere_fp16_s16816gemm_fp16_256x128_ldg8_f2f_stages_32x3_tn,1,7,"(256, 1, 1)","(56, 1, 1)",0,8.9,Command line profiler metrics,sm__inst_executed_pipe_tensor.sum,inst,3670016
0,21459,python3.11,127.0.0.1,ampere_fp16_s16816gemm_fp16_256x128_ldg8_f2f_stages_32x3_tn,1,7,"(256, 1, 1)","(56, 1, 1)",0,8.9,Command line profiler metrics,sm__throughput.avg.pct_of_peak_sustained_elapsed,%,56.99
0,21459,python3.11,127.0.0.1,ampere_fp16_s16816gemm_fp16_256x128_ldg8_f2f_stages_32x3_tn,1,7,"(256, 1, 1)","(56, 1, 1)",0,8.9,Command line profiler metrics,smsp__sass_thread_inst_executed_op_fadd_pred_on.sum,inst,0
0,21459,python3.11,127.0.0.1,ampere_fp16_s16816gemm_fp16_256x128_ldg8_f2f_stages_32x3_tn,1,7,"(256, 1, 1)","(56, 1, 1)",0,8.9,Command line profiler metrics,smsp__sass_thread_inst_executed_op_ffma_pred_on.sum,inst,0
0,21459,python3.11,127.0.0.1,ampere_fp16_s16816gemm_fp16_256x128_ldg8_f2f_stages_32x3_tn,1,7,"(256, 1, 1)","(56, 1, 1)",0,8.9,Command line profiler metrics,smsp__sass_thread_inst_executed_op_fmul_pred_on.sum,inst,1835008
1,21459,python3.11,127.0.0.1,ampere_fp16_s16816gemm_fp16_256x128_ldg8_f2f_stages_32x3_tn,1,7,"(256, 1, 1)","(16, 1, 10)",0,8.9,Command line profiler metrics,dram__bytes.sum,byte,153724800
1,21459,python3.11,127.0.0.1,ampere_fp16_s16816gemm_fp16_256x128_ldg8_f2f_stages_32x3_tn,1,7,"(256, 1, 1)","(16, 1, 10)",0,8.9,Command line profiler metrics,gpu__dram_throughput.avg.pct_of_peak_sustained_elapsed,%,87.20
1,21459,python3.11,127.0.0.1,ampere_fp16_s16816gemm_fp16_256x128_ldg8_f2f_stages_32x3_tn,1,7,"(256, 1, 1)","(16, 1, 10)",0,8.9,Command line profiler metrics,gpu__time_duration.sum,ns,588256
1,21459,python3.11,127.0.0.1,ampere_fp16_s16816gemm_fp16_256x128_ldg8_f2f_stages_32x3_tn,1,7,"(256, 1, 1)","(16, 1, 10)",0,8.9,Command line profiler metrics,sm__inst_executed_pipe_tensor.sum,inst,3670016
1,21459,python3.11,127.0.0.1,ampere_fp16_s16816gemm_fp16_256x128_ldg8_f2f_stages_32x3_tn,1,7,"(256, 1, 1)","(16, 1, 10)",0,8.9,Command line profiler metrics,sm__throughput.avg.pct_of_peak_sustained_elapsed,%,52.43
1,21459,python3.11,127.0.0.1,ampere_fp16_s16816gemm_fp16_256x128_ldg8_f2f_stages_32x3_tn,1,7,"(256, 1, 1)","(16, 1, 10)",0,8.9,Command line profiler metrics,smsp__sass_thread_inst_executed_op_fadd_pred_on.sum,inst,0
